problem_id,concept_id,question_text,image_url,problem_type,choice_1,choice_2,choice_3,choice_4,correct_answer,difficulty
1629,834,사각형은 변이 모두 같아야 합니까?,,MCQ,같아야 한다,같지 않아도 된다,두 개만 같아야 한다,알 수 없다,2,3
1630,882,칠교판은 어떤 도형을 잘라 만든 조각들입니까?,,MCQ,정사각형,직사각형,삼각형,원,1,-3
1631,882,칠교판의 7개 조각 중 사각형 모양은 몇 개입니까?,,MCQ,1개,2개,3개,4개,2,0
1632,882,칠교판으로 만들 수 있는 모양은 다음 중 무엇입니까?,,MCQ,정사각형,사람 모양,동물 모양,모두 가능,4,3
1633,826,1층에 1개와 2층에 1개를 쌓으면 모두 몇 개의 쌓기 나무가 사용됩니까?,,MCQ,1,2,3,4,2,-3
1634,826,두 사람이 똑같이 쌓기 위해 필요한 것은?,,MCQ,쌓기 나무의 색깔만 같다,같은 위치에 같은 수의 쌓기 나무,다른 모양으로 쌓는다,색만 같으면 된다,2,0
1635,826,"1층에 2개, 2층에 2개, 3층에 2개의 쌓기 나무를 쌓으면 모두 몇 개입니까?",,MCQ,2,4,6,8,3,3
1636,193,26+5는 얼마입니까?,,MCQ,30,31,32,33,2,-3
1637,193,37+8은 얼마입니까?,,MCQ,43,44,45,46,3,0
1638,193,어떤 수에 9를 더했더니 56이 되었습니다. 어떤 수는?,,MCQ,47,48,49,65,1,3
1639,194,25+18은 얼마입니까?,,MCQ,41,42,43,44,3,-3
1640,194,37+24는 얼마입니까?,,MCQ,60,61,62,71,2,0
1641,194,어떤 두 자릿수에 26을 더했더니 53이 되었습니다. 어떤 수는?,,MCQ,27,28,29,79,1,3
1642,195,41+62는 얼마입니까?,,MCQ,102,103,104,113,2,-3
1643,195,73+54는 얼마입니까?,,MCQ,117,127,137,157,2,0
1644,195,85+□=145일 때 □는?,,MCQ,50,60,70,80,2,3
1645,196,31-6은 얼마입니까?,,MCQ,24,25,26,35,2,-3
1646,196,54-7은 얼마입니까?,,MCQ,46,47,48,61,2,0
1647,196,어떤 수에서 8을 뺐더니 25가 되었습니다. 어떤 수는?,,MCQ,31,32,33,34,3,3
1648,197,40-16은 얼마입니까?,,MCQ,24,25,26,30,1,-3
1649,197,60-37은 얼마입니까?,,MCQ,22,23,24,27,2,0
1650,197,90에서 어떤 두 자릿수를 뺐더니 35가 되었습니다. 그 두 자릿수는?,,MCQ,45,55,65,125,2,3
1651,198,35-19는 얼마입니까?,,MCQ,14,15,16,26,3,-3
1652,198,64-37은 얼마입니까?,,MCQ,25,26,27,31,3,0
1653,198,어떤 수에서 28을 뺐더니 36이 되었습니다. 어떤 수는?,,MCQ,62,63,64,65,3,3
1654,202,7+2=9를 뺄셈식으로 알맞게 나타낸 것은?,,MCQ,9-2=7,9+2=7,7-2=9,2-7=9,1,-3
1655,202,6+8=14를 뺄셈식으로 알맞게 나타낸 것은?,,MCQ,14-8=6,14+8=6,6-8=14,8-14=6,1,0
1656,202,'8+□=17'을 뺄셈식으로 다시 쓴 것은?,,MCQ,17-8=□,8-17=□,17+8=□,8+17=□,1,3
1657,208,□+3=10일 때 □의 값은?,,MCQ,6,7,8,13,2,-3
1658,208,12-□=4일 때 □의 값은?,,MCQ,6,7,8,16,3,0
1659,208,□-15=20일 때 □의 값은?,,MCQ,5,15,25,35,4,3
1660,207,6+2-3은 얼마입니까?,,MCQ,3,4,5,6,3,-3
1661,207,15-8+2는 얼마입니까?,,MCQ,7,8,9,10,3,0
1662,207,25-7-3+5는? ,,MCQ,18,19,20,21,3,3
1663,1305,1 cm는 어떤 단위입니까?,,MCQ,길이 단위,무게 단위,시간 단위,들이 단위,1,-3
1664,1305,1 cm 막대 3개를 한 줄로 이어 놓으면 길이는 몇 cm입니까?,,MCQ,1,2,3,4,3,0
1665,1305,8 cm는 1 cm가 몇 번 들어 있는 길이입니까?,,MCQ,4번,6번,8번,10번,3,3
1666,1306,자로 길이를 잴 때 한쪽 끝을 어디에 맞춰야 합니까?,,MCQ,자의 0,자의 1,자의 가운데,자의 끝,1,-3
1667,1306,자로 잰 결과 한 끝이 1에 다른 끝이 6에 있다면 길이는?,,MCQ,4 cm,5 cm,6 cm,7 cm,2,0
1668,1306,한 끝이 자의 0에 있고 다른 끝이 정확히 10에 있다면 그 물건의 길이는?,,MCQ,1 cm,10 cm,10 m,100 cm,2,3
1669,1311,길이가 3 cm인 막대를 자에 댔을 때 한 끝이 0에 있다면 다른 끝은 어디에 있어야 합니까?,,MCQ,2,3,4,5,2,-3
1670,1311,길이가 5 cm인 막대의 한 끝을 자의 2에 맞췄을 때 다른 끝은 어디에 있어야 합니까?,,MCQ,5,6,7,8,3,0
1671,1311,자에 한 끝이 4에 다른 끝이 11에 있는 물체의 길이는?,,MCQ,6 cm,7 cm,8 cm,15 cm,2,3
1672,1309,다음 중 약 5 cm인 물건은?,,MCQ,새끼손가락 한 마디,책상의 길이,손바닥의 너비,운동장의 가로,1,-3
1673,1309,약 30 cm인 물건은?,,MCQ,새끼손가락,자,책상,운동장,2,0
1674,1309,손가락 한 마디가 약 2 cm라면 5마디를 모은 길이는?,,MCQ,5 cm,7 cm,10 cm,12 cm,3,3
1675,1443,다음 중 분류 기준으로 알맞은 것은?,,MCQ,색깔,좋아하는 정도,맛있는 것,예쁜 것,1,-3
1676,1443,분류 기준은 누구나 같은 답을 내야 합니다. 가장 알맞은 기준은?,,MCQ,모양,좋아하는 것,예쁜 것,맛있는 것,1,0
1677,1443,다음 중 학생들을 정확하게 분류할 수 있는 기준은?,,MCQ,성별,마음에 드는 정도,친한 정도,잘하는 정도,1,3
1678,1441,신발과 양말을 분류한다면 어떤 기준이 가장 알맞습니까?,,MCQ,색깔,크기,종류,무게,3,-3
1679,1441,"빨간색 사과 3개, 노란색 사과 5개를 색깔로 분류하면 어떤 색이 더 많습니까?",,MCQ,빨간색,노란색,같다,모름,2,0
1680,1441,"동물을 사는 곳으로 분류했더니 땅 5마리, 물 3마리, 공중 4마리였습니다. 가장 적은 그룹은?",,MCQ,땅,물,공중,같다,2,3
1681,1442,"색깔별로 옷을 분류했더니 빨강 6, 파랑 4였습니다. 모두 몇 벌입니까?",,MCQ,8,9,10,12,3,-3
1682,1442,"동물을 크기로 분류했더니 큰 동물 7, 작은 동물 5였습니다. 모두 몇 마리?",,MCQ,11,12,13,14,2,0
1683,1442,"학생을 학년으로 분류했더니 1학년 8, 2학년 6, 3학년 9였습니다. 가장 많은 학년은?",,MCQ,1학년,2학년,3학년,같다,3,3
1684,209,8을 2개씩 묶어 세면 묶음은 몇 개입니까?,,MCQ,3,4,5,6,2,-3
1685,209,18을 6개씩 묶어 세면 묶음은 몇 개입니까?,,MCQ,2,3,4,5,2,0
1686,209,24를 8개씩 묶어 세면 묶음은 몇 개입니까?,,MCQ,2,3,4,5,2,3
1687,210,2씩 5묶음이면 모두 몇 개입니까?,,MCQ,8,9,10,12,3,-3
1688,210,6씩 3묶음이면 모두 몇 개입니까?,,MCQ,15,16,17,18,4,0
1689,210,7씩 묶어 세었더니 4묶음과 낱개 3개가 남았습니다. 모두 몇 개입니까?,,MCQ,28,30,31,32,3,3
1690,211,2의 3배는 얼마입니까?,,MCQ,5,6,7,8,2,-3
1691,211,4의 5배는 얼마입니까?,,MCQ,9,15,20,25,3,0
1692,211,어떤 수의 6배가 30이라면 어떤 수는?,,MCQ,4,5,6,24,2,3
1693,212,4×2는 얼마입니까?,,MCQ,6,7,8,10,3,-3
1694,212,'3+3+3'을 곱셈식으로 나타내면?,,MCQ,3×2,3×3,3×4,3+3,2,0
1695,212,6×4와 같은 값을 가지는 덧셈식은?,,MCQ,6+6+6+6,4+4+4+4,6+4+6+4,6+6,1,3
1696,213,'2를 5번 더한 것'을 곱셈식으로 나타내면?,,MCQ,2+5,2×5,5-2,5÷2,2,-3
1697,213,'5의 7배'를 곱셈식으로 나타내면?,,MCQ,5+7,5×7,5-7,5÷7,2,0
1698,213,한 줄에 8명씩 5줄로 서 있는 사람의 수를 곱셈식으로 나타내면?,,MCQ,8+5,8×5,8-5,8÷5,2,3
1699,1862,1000이 6개인 수는?,,MCQ,60,600,6000,60000,3,-3
1700,1862,8000은 1000이 몇 개인 수입니까?,,MCQ,7개,8개,9개,80개,2,0
1701,1862,다음 중 몇천에 해당하지 않는 수는?,,MCQ,2000,4000,4500,9000,3,3
1702,19,"1000이 1개, 100이 2개, 10이 3개, 낱개 4개인 수는?",,MCQ,1234,4321,2134,1243,1,-3
1703,19,5826에서 백의 자리 숫자는?,,MCQ,5,8,2,6,2,0
1704,19,"1000이 3개, 100이 0개, 10이 5개, 낱개 0개인 수는?",,MCQ,305,3050,350,30050,2,3
1705,20,3578에서 천의 자리 숫자는?,,MCQ,3,5,7,8,1,-3
1706,20,3578에서 일의 자리 숫자가 나타내는 값은?,,MCQ,8,80,800,8000,1,0
1707,20,4625에서 천의 자리 숫자와 십의 자리 숫자의 합은?,,MCQ,6,7,8,12,1,3
1708,21,"1000부터 1000씩 뛰어 세면 1000, 2000, 3000, 4000, ?입니다. ?는?",,MCQ,4500,5000,6000,4001,2,-3
1709,21,"3500, 3600, 3700, 3800, ?의 ?는?",,MCQ,3801,3900,4000,3810,2,0
1710,21,"2000에서 500씩 뛰어 세면 2000, 2500, ?, 3500입니다. ?는?",,MCQ,2700,3000,3100,3300,2,3
1711,31,1000과 2000 중 더 큰 수는?,,MCQ,1000,2000,같다,모름,2,-3
1712,31,다음 중 가장 작은 네 자리 수는?,,MCQ,1234,4321,2134,1243,1,0
1713,31,5□25 > 5325 가 성립하려면 □에 들어갈 수 있는 가장 작은 수는?,,MCQ,3,4,5,6,2,3
1714,214,2×5는?,,MCQ,8,10,12,14,2,-3
1715,214,2×8은?,,MCQ,14,15,16,18,3,0
1716,214,2의 단의 곱셈구구에서 답의 특징은?,,MCQ,모두 짝수,모두 홀수,절반은 짝수,모름,1,3
1717,215,5×2는?,,MCQ,8,10,12,15,2,-3
1718,215,5×7은?,,MCQ,25,30,35,40,3,0
1719,215,5의 단의 곱의 일의 자리 숫자는?,,MCQ,0이나 5,0이나 2,5나 7,알 수 없다,1,3
1720,216,3×4는?,,MCQ,6,12,15,18,2,-3
1721,216,3×6은?,,MCQ,12,15,18,21,3,0
1722,216,3×□=24일 때 □는?,,MCQ,5,6,7,8,4,3
1723,217,6×3은?,,MCQ,16,17,18,19,3,-3
1724,217,6×4는?,,MCQ,18,20,22,24,4,0
1725,217,6×□=36일 때 □는?,,MCQ,4,5,6,7,3,3
1726,218,4×2는?,,MCQ,6,8,10,12,2,-3
1727,218,4×8은?,,MCQ,28,30,32,36,3,0
1728,218,4×□=28일 때 □는?,,MCQ,6,7,8,9,2,3
1729,219,8×3은?,,MCQ,16,24,32,40,2,-3
1730,219,8×6은?,,MCQ,42,46,48,56,3,0
1731,219,8×4의 값과 같은 4× ?의 ?는?,,MCQ,4,6,8,10,3,3
1732,220,7×3은?,,MCQ,14,19,21,24,3,-3
1733,220,7×6은?,,MCQ,36,42,44,56,2,0
1734,220,7×□=63이면 □는?,,MCQ,7,8,9,10,3,3
1735,221,9×3은?,,MCQ,18,24,27,30,3,-3
1736,221,9×5는?,,MCQ,35,45,54,63,2,0
1737,221,9의 단의 두 자릿수 곱의 각 자리 숫자의 합은?,,MCQ,5,9,18,알 수 없다,2,3
1738,222,1×3은?,,MCQ,1,2,3,4,3,-3
1739,222,1×6은?,,MCQ,1,5,6,7,3,0
1740,222,1의 단의 곱셈구구의 답은 항상 무엇과 같습니까?,,MCQ,곱하는 수,1,0,알 수 없다,1,3
1741,223,0×6은?,,MCQ,0,1,6,60,1,-3
1742,223,9×0은?,,MCQ,0,1,9,90,1,0
1743,223,다음 중 답이 0인 식은?,,MCQ,1×0,0+1,1×1,1-0,1,3
1744,224,곱셈표에서 3과 4가 만나는 칸의 값은?,,MCQ,7,10,12,14,3,-3
1745,224,곱셈표에서 5단은 몇씩 커집니까?,,MCQ,1씩,2씩,5씩,10씩,3,0
1746,224,곱셈표에서 a×b의 값은 b×a의 값과 같습니까?,,MCQ,같다,a×b가 항상 크다,b×a가 항상 크다,알 수 없다,1,3
1747,18,100을 10번 모은 수는?,,MCQ,100,1000,10000,100000,2,-3
1748,18,1000은 1을 몇 번 모은 수입니까?,,MCQ,100번,1000번,10000번,10번,2,0
1749,18,1000은 10이 몇 개인 수입니까?,,MCQ,10개,100개,1000개,10000개,2,3
1750,1447,자료를 그림이나 막대로 보기 좋게 표현한 것은?,,MCQ,노래,그래프,글,모임,2,-3
1751,1447,학생들의 키를 표로 나타낼 때 행과 열에 들어가는 정보는?,,MCQ,학생 이름과 키,색깔과 학년,점수와 친구,알 수 없다,1,0
1752,1447,표와 그래프 중 자료의 수를 한눈에 비교하기에 더 좋은 것은?,,MCQ,표,그래프,같다,알 수 없다,2,3
1753,647,덧셈표에서 같은 줄에 있는 수들은 어떻게 변합니까?,,MCQ,1씩 커진다,변함없다,1씩 작아진다,2씩 커진다,1,-3
1754,647,덧셈표에서 5+3이 있는 칸 바로 오른쪽 칸의 식은?,,MCQ,5+4,6+3,5+2,4+3,1,0
1755,647,덧셈표에서 왼쪽 위에서 오른쪽 아래로 가는 대각선의 수들은 어떻게 변합니까?,,MCQ,같다,1씩 작아진다,2씩 커진다,3씩 커진다,3,3
1756,648,곱셈표에서 같은 단의 값은 어떻게 변합니까?,,MCQ,같은 수씩 커진다,변함없다,1씩 작아진다,모름,1,-3
1757,648,곱셈표에서 3단의 5번째 값은?,,MCQ,12,15,18,21,2,0
1758,648,곱셈표에서 a단의 첫 번째 값과 1단의 a번째 값은 같습니까?,,MCQ,같다,다르다,알 수 없다,1단이 더 크다,1,3
1759,649,파랑-빨강-파랑-빨강이 반복될 때 6번째 색은?,,MCQ,파랑,빨강,노랑,모름,2,-3
1760,649,초록-노랑-초록-노랑이 반복될 때 8번째 색은?,,MCQ,초록,노랑,빨강,모름,2,0
1761,649,빨강-노랑-초록이 반복될 때 12번째 색은?,,MCQ,빨강,노랑,초록,모름,3,3
1762,650,□-○-□-○가 반복될 때 5번째 모양은?,,MCQ,□,○,△,모름,1,-3
1763,650,☆☆◯이 반복될 때 6번째 모양은?,,MCQ,☆,◯,△,모름,2,0
1764,650,▲●●가 반복될 때 9번째 모양은?,,MCQ,▲,●,◇,모름,2,3
1765,651,각 층에 1개씩 1층부터 3층까지 쌓으면 모두 몇 개의 쌓기 나무가 사용됩니까?,,MCQ,1,2,3,4,3,-3
1766,651,"1층에 1개, 2층에 2개, 3층에 3개일 때 사용된 쌓기 나무는?",,MCQ,4,5,6,9,3,0
1767,651,매 층마다 1개씩 더 늘어나는 규칙으로 5층까지 쌓을 때 사용된 쌓기 나무는?,,MCQ,5,10,15,20,3,3
1768,652,시계 바늘은 어떤 규칙으로 움직입니까?,,MCQ,시계 방향,반대 방향,무작위,일정하지 않음,1,-3
1769,652,학년이 올라갈 때마다 1씩 커진다면 1학년 다음 학년은?,,MCQ,1학년,2학년,3학년,4학년,2,0
1770,652,매달 1일이 월요일이면 같은 달의 8일은 무슨 요일입니까?,,MCQ,일요일,월요일,화요일,수요일,2,3
1771,225,한 상자에 사탕이 6개씩 들어 있는 상자가 3상자 있습니다. 사탕은 모두 몇 개입니까?,,MCQ,12,15,18,21,3,-3
1772,225,한 줄에 9명씩 4줄이 있는 학생들은 모두 몇 명입니까?,,MCQ,32,34,36,40,3,0
1773,225,곰 인형이 5개 들어 있는 상자가 8개 있습니다. 곰 인형은 모두 몇 개입니까?,,MCQ,38,40,42,48,2,3
1774,1308,1 m는 다음 중 어떤 단위로 나타낼 수 있습니까?,,MCQ,1 mm,10 cm,100 cm,1000 cm,3,-3
1775,1308,200 cm는 몇 m입니까?,,MCQ,1 m,2 m,20 m,200 m,2,0
1776,1308,1 m 50 cm를 cm로 나타내면?,,MCQ,15 cm,105 cm,150 cm,1050 cm,3,3
1777,1307,줄자는 어떤 길이를 잴 때 가장 알맞습니까?,,MCQ,머리카락 굵기,책상의 가로 길이,운동장의 가로 길이,손가락 굵기,3,-3
1778,1307,줄자로 잰 결과 1 m 80 cm일 때 같은 길이는?,,MCQ,18 cm,108 cm,180 cm,1080 cm,3,0
1779,1307,한쪽 끝이 줄자의 0에 있고 다른 끝이 3 m에 있을 때 그 물건의 길이는?,,MCQ,30 cm,300 cm,3000 cm,30 m,2,3
1780,1312,5 cm + 4 cm는?,,MCQ,8 cm,9 cm,10 cm,11 cm,2,-3
1781,1312,1 m 30 cm + 20 cm는?,,MCQ,1 m 30 cm,1 m 40 cm,1 m 50 cm,1 m 70 cm,3,0
1782,1312,1 m 70 cm + 2 m 50 cm는?,,MCQ,3 m 20 cm,4 m 20 cm,4 m 70 cm,3 m 70 cm,2,3
1783,1313,9 cm - 4 cm는?,,MCQ,3 cm,4 cm,5 cm,6 cm,3,-3
1784,1313,1 m 80 cm - 50 cm는?,,MCQ,1 m 20 cm,1 m 30 cm,1 m 40 cm,2 m 30 cm,2,0
1785,1313,3 m 20 cm - 1 m 50 cm는?,,MCQ,1 m 70 cm,1 m 80 cm,2 m 30 cm,4 m 70 cm,1,3
1786,1310,다음 중 약 50 cm인 물건은?,,MCQ,새끼손가락,30 cm 자,양팔 벌린 길이의 절반,어른의 키,3,-3
1787,1310,운동장의 한 변의 길이는 약 얼마일까요?,,MCQ,1 m,5 m,50 m,5000 m,3,0
1788,1310,키가 약 150 cm인 학생의 키는 약 몇 m 몇 cm입니까?,,MCQ,1 m 5 cm,1 m 50 cm,15 m,150 m,2,3
1789,1299,시계 긴 바늘이 2를 가리키면 몇 분입니까?,,MCQ,5분,10분,15분,20분,2,-3
1790,1299,긴 바늘이 4를 가리키면 몇 분입니까?,,MCQ,4분,15분,20분,25분,3,0
1791,1299,"짧은 바늘이 8과 9 사이, 긴 바늘이 5에 있을 때 시각은?",,MCQ,8시 25분,9시 25분,8시 5분,5시 8분,1,3
1792,1300,긴 바늘이 1에서 작은 눈금 2칸을 더 간 곳에 있다면 몇 분입니까?,,MCQ,5분,7분,8분,12분,2,-3
1793,1300,긴 바늘이 5에서 작은 눈금 1칸을 더 지나면 몇 분입니까?,,MCQ,25분,26분,30분,31분,2,0
1794,1300,"짧은 바늘이 10과 11 사이, 긴 바늘이 9에서 작은 눈금 2칸 지났을 때 시각은?",,MCQ,10시 47분,9시 47분,11시 47분,10시 9분,1,3
1795,1301,'4시 55분'을 다른 방법으로 나타내면?,,MCQ,5시 5분 전,4시 5분 전,5시 55분 전,4시 55분 후,1,-3
1796,1301,'8시 50분'은 9시 □분 전입니까? □에 알맞은 수는?,,MCQ,5분,10분,15분,50분,2,0
1797,1301,'2시 40분'을 표현하는 다른 방법은?,,MCQ,3시 20분 전,2시 20분 전,3시 40분 전,2시 40분 후,1,3
1798,1302,60분은 몇 시간입니까?,,MCQ,30분,1시간,2시간,100분,2,-3
1799,1302,3시간은 몇 분입니까?,,MCQ,60분,120분,180분,200분,3,0
1800,1302,2시간 30분은 모두 몇 분입니까?,,MCQ,60분,90분,120분,150분,4,3
1801,1303,12시간이 두 번이면 모두 몇 시간입니까?,,MCQ,12시간,18시간,24시간,36시간,3,-3
1802,1303,다음 중 하루의 시간으로 옳은 것은?,,MCQ,12시간,24시간,36시간,48시간,2,0
1803,1303,오전 8시부터 다음 날 오전 8시까지는 모두 몇 시간입니까?,,MCQ,12시간,24시간,36시간,48시간,2,3
1804,1304,1주일은 며칠로 이루어져 있습니까?,,MCQ,5일,6일,7일,8일,3,-3
1805,1304,평년의 2월은 며칠까지 있습니까?,,MCQ,28일,29일,30일,31일,1,0
1806,1304,31일까지 있는 달은 1년에 몇 번 있습니까?,,MCQ,5번,6번,7번,8번,3,3
1807,1445,자료를 모은 후 다음에 해야 할 일은?,,MCQ,표로 정리한다,노래한다,색을 칠한다,그림을 그린다,1,-3
1808,1445,학생 10명의 좋아하는 운동을 표로 나타낼 때 표의 합계는?,,MCQ,5,10,15,20,2,0
1809,1445,자료를 표로 나타내면 좋은 점은?,,MCQ,각 종류의 수를 정확하게 알 수 있다,글씨가 많아진다,색이 화려해진다,시간이 오래 걸린다,1,3
1810,1446,학생 15명의 좋아하는 책을 조사할 때 가장 먼저 해야 할 일은?,,MCQ,학생들에게 물어본다,결과를 정한다,그림을 그린다,노래한다,1,-3
1811,1446,학생 10명에게 묻고 표를 만들었습니다. 표의 합계가 9였다면 가능한 이유는?,,MCQ,모두 답했다,한 명이 답하지 않았다,한 명이 두 번 답했다,알 수 없다,2,0
1812,1446,자료를 표로 정확히 나타내려면 가장 주의해야 할 점은?,,MCQ,자료의 수를 빠뜨리지 않는다,색을 다양하게 칠한다,글씨를 크게 쓴다,빠르게 끝낸다,1,3
1813,1450,막대그래프에서 막대가 더 긴 것은 무엇을 의미합니까?,,MCQ,자료가 더 많다,자료가 더 적다,알 수 없다,그저 다른 색이다,1,-3
1814,1450,그래프에서 한 칸이 자료 1을 나타낸다면 막대가 7칸일 때 자료의 수는?,,MCQ,1,6,7,8,3,0
1815,1450,가장 짧은 막대가 의미하는 것은?,,MCQ,가장 많은 자료,가장 적은 자료,자료의 평균,자료가 없는 것,2,3
1816,1863,다음 중 표의 장점이 아닌 것은?,,MCQ,각 종류의 수를 정확히 알 수 있다,합계를 쉽게 알 수 있다,한눈에 비교하기 쉽다,자료를 명확히 정리한다,3,-3
1817,1863,자료의 수가 가장 많은 종류를 빠르게 알기에 더 편한 것은?,,MCQ,표,막대그래프,같다,알 수 없다,2,0
1818,1863,표와 그래프를 함께 사용하면 좋은 점은?,,MCQ,자료의 정확한 수와 비교를 모두 알 수 있다,화려하다,시간이 오래 걸린다,글씨가 많아진다,1,3
1819,182,269-145는?,,MCQ,122,124,134,144,2,-3
1820,182,587-364는?,,MCQ,213,223,233,251,2,0
1821,182,어떤 수에서 234를 뺐더니 153이 되었습니다. 어떤 수는?,,MCQ,357,367,387,397,3,3
1822,229,423-148은?,,MCQ,265,275,285,375,2,-3
1823,229,645-289는?,,MCQ,354,356,366,456,2,0
1824,229,876-589는?,,MCQ,287,297,387,397,1,3
1825,230,405-187은?,,MCQ,218,228,238,318,1,-3
1826,230,702-385는?,,MCQ,317,327,337,417,1,0
1827,230,1000-456은?,,MCQ,544,554,564,654,1,3
1828,837,선분의 양 끝에 있는 두 점을 무엇이라고 합니까?,,MCQ,시점,끝점,꼭짓점,알 수 없다,2,-3
1829,837,두 점 ㄱ과 ㄴ을 곧게 이은 선을 어떻게 표현합니까?,,MCQ,선분 ㄱㄴ,곡선 ㄱㄴ,반직선 ㄱㄴ,점 ㄱㄴ,1,0
1830,837,다음 중 선분에 대한 알맞은 설명은?,,MCQ,양 끝이 정해진 곧은 선,한쪽으로만 끝없이 이어진 선,양쪽으로 끝없이 이어진 선,굽은 선,1,3
1831,840,각을 이루는 두 선을 무엇이라고 합니까?,,MCQ,점,변,꼭짓점,곡선,2,-3
1832,840,각 ㄱㄴㄷ에서 각의 꼭짓점은 어디입니까?,,MCQ,ㄱ,ㄴ,ㄷ,ㄱ과 ㄷ,2,0
1833,840,다음 중 각의 정의로 알맞은 것은?,,MCQ,한 꼭짓점에서 그은 두 반직선,두 평행선,곡선과 직선,동그라미,1,3
1834,842,직각삼각형에는 직각이 몇 개 있습니까?,,MCQ,0개,1개,2개,3개,2,-3
1835,842,직각삼각형의 변의 수와 꼭짓점의 수는 각각 몇 개입니까?,,MCQ,변 3 꼭짓점 3,변 4 꼭짓점 4,변 3 꼭짓점 4,변 4 꼭짓점 3,1,0
1836,842,다음 중 직각삼각형이 가질 수 있는 각의 조합은?,,MCQ,직각만,둔각만,한 직각과 두 예각,세 직각,3,3
1837,843,직사각형의 변의 개수는?,,MCQ,3개,4개,5개,6개,2,-3
1838,843,직사각형은 마주 보는 변의 길이가 어떻습니까?,,MCQ,같다,다르다,한 쌍만 같다,모두 다르다,1,0
1839,843,"가로가 7 cm, 세로가 4 cm인 직사각형의 네 변의 길이의 합은?",,MCQ,11 cm,14 cm,22 cm,28 cm,3,3
1840,844,정사각형의 네 변의 길이는 어떻습니까?,,MCQ,모두 같다,모두 다르다,두 변만 같다,알 수 없다,1,-3
1841,844,정사각형은 직사각형의 한 종류입니까?,,MCQ,그렇다,아니다,알 수 없다,다른 도형이다,1,0
1842,844,한 변의 길이가 8 cm인 정사각형의 네 변의 길이의 합은?,,MCQ,16 cm,24 cm,32 cm,40 cm,3,3
1843,248,8÷2는?,,MCQ,2,3,4,6,3,-3
1844,248,사과 15개를 3명이 똑같이 나눠 가지면 한 사람은 몇 개?,,MCQ,4,5,6,12,2,0
1845,248,36÷4와 같은 값을 가지는 식은?,,MCQ,27÷3,24÷3,30÷5,18÷2,1,3
1846,252,5×4=20을 나눗셈식으로 나타내면?,,MCQ,20÷4=5,20+4=5,5÷4=20,5-4=20,1,-3
1847,252,24÷3=8을 곱셈식으로 나타내면?,,MCQ,3×8=24,24×3=8,3+8=24,8-3=24,1,0
1848,252,어떤 수를 6으로 나누면 9가 됩니다. 어떤 수는?,,MCQ,48,54,60,66,2,3
1849,249,15-3-3-3-3-3=0 을 나눗셈식으로 나타내면?,,MCQ,15÷3=5,15-3=12,15÷5=3,3×5=15,1,-3
1850,249,30에서 6을 □번 빼면 0이 됩니다. □는?,,MCQ,4,5,6,7,2,0
1851,249,어떤 수에서 4를 6번 빼면 0이 됩니다. 어떤 수는?,,MCQ,24,26,30,36,1,3
1852,253,18÷6의 몫은 6×□=18에서 □를 구합니다. □는?,,MCQ,2,3,4,5,2,-3
1853,253,32÷8의 몫은?,,MCQ,3,4,5,6,2,0
1854,253,□÷5=6의 □는?,,MCQ,11,25,30,36,3,3
1855,254,16÷4의 몫은?,,MCQ,2,3,4,5,3,-3
1856,254,42÷6의 몫은?,,MCQ,5,6,7,8,3,0
1857,254,56÷7은 어떤 곱셈구구를 이용하여 풀 수 있습니까?,,MCQ,7의 단,8의 단,5의 단,6의 단,1,3
1858,231,30×2는?,,MCQ,50,60,70,80,2,-3
1859,231,50×4는?,,MCQ,100,150,200,250,3,0
1860,231,어떤 몇십에 6을 곱하면 480이 됩니다. 어떤 몇십은?,,MCQ,70,80,90,100,2,3
1861,232,11×4는?,,MCQ,40,44,45,48,2,-3
1862,232,32×3은?,,MCQ,92,96,98,102,2,0
1863,232,어떤 두 자릿수에 2를 곱했더니 86이 되었습니다. 어떤 수는?,,MCQ,41,42,43,44,3,3
1864,233,60×4는?,,MCQ,220,240,260,280,2,-3
1865,233,51×6은?,,MCQ,296,306,316,326,2,0
1866,233,73×3은?,,MCQ,209,219,229,239,2,3
1867,234,14×3은?,,MCQ,32,42,52,62,2,-3
1868,234,26×3은?,,MCQ,76,78,86,96,2,0
1869,234,어떤 수에 4를 곱했더니 64가 되었습니다. 어떤 수는?,,MCQ,14,15,16,17,3,3
1870,235,35×6은?,,MCQ,200,210,215,220,2,-3
1871,235,58×4는?,,MCQ,222,232,242,252,2,0
1872,235,96×3은?,,MCQ,278,288,298,308,2,3
1873,1320,2 cm는 몇 mm입니까?,,MCQ,20 mm,200 mm,2 mm,12 mm,1,-3
1874,1320,5 cm 3 mm는 몇 mm입니까?,,MCQ,8 mm,53 mm,305 mm,530 mm,2,0
1875,1320,27 mm는 몇 cm 몇 mm입니까?,,MCQ,2 cm 7 mm,27 cm,2 cm 70 mm,270 cm,1,3
1876,1319,다음 중 약 1 cm인 길이는?,,MCQ,새끼손가락 굵기,키,운동장 가로,자동차 길이,1,-3
1877,1319,다음 중 약 1 km인 거리는?,,MCQ,학교에서 집까지 걸어서 15분 정도 거리,책상 길이,자전거 한 바퀴,손가락 길이,1,0
1878,1319,어림한 결과 가장 긴 길이는?,,MCQ,1 m,10 cm,1 km,100 mm,3,3
1879,1314,1초는 어떤 단위입니까?,,MCQ,시간 단위,길이 단위,무게 단위,들이 단위,1,-3
